"","worktime","sector","sex","isced11","country","Year","Total"
"29862","FT","PRIV_IND","M","ED55","IE","2010",NA
"29863","FT","PRIV_IND","M","ED55","IS","2010",NA
"29864","FT","PRIV_IND","M","ED55","IT","2010",NA
"29865","FT","PRIV_IND","M","ED55","LI","2010",NA
"29866","FT","PRIV_IND","M","ED55","LT","2010",NA
"29867","FT","PRIV_IND","M","ED55","LU","2010",NA
"29868","FT","PRIV_IND","M","ED55","LV","2010",NA
"29869","FT","PRIV_IND","M","ED55","ME","2010",NA
"29870","FT","PRIV_IND","M","ED55","MK","2010",NA
"29871","FT","PRIV_IND","M","ED55","MT","2010",NA
"29872","FT","PRIV_IND","M","ED55","NL","2010",NA
"29873","FT","PRIV_IND","M","ED55","NO","2010",NA
"29874","FT","PRIV_IND","M","ED55","PL","2010",NA
"29875","FT","PRIV_IND","M","ED55","PT","2010",NA
"29876","FT","PRIV_IND","M","ED55","RO","2010",NA
"29877","FT","PRIV_IND","M","ED55","RS","2010",NA
"29878","FT","PRIV_IND","M","ED55","SE","2010",NA
"29879","FT","PRIV_IND","M","ED55","SI","2010",NA
"29880","FT","PRIV_IND","M","ED55","SK","2010",NA
"29881","FT","PRIV_IND","M","ED55","TR","2010",NA
"29882","FT","PRIV_IND","M","ED55","UK","2010",NA
"29883","FT","PRIV_IND","M","ED5SW","AT","2010",NA
"29884","FT","PRIV_IND","M","ED5SW","BE","2010",NA
"29885","FT","PRIV_IND","M","ED5SW","BG","2010",NA
"29886","FT","PRIV_IND","M","ED5SW","CH","2010",NA
"29887","FT","PRIV_IND","M","ED5SW","CY","2010",NA
"29888","FT","PRIV_IND","M","ED5SW","CZ","2010",NA
"29889","FT","PRIV_IND","M","ED5SW","DE","2010",NA
"29890","FT","PRIV_IND","M","ED5SW","DK","2010",NA
"29891","FT","PRIV_IND","M","ED5SW","EE","2010",NA
"29892","FT","PRIV_IND","M","ED5SW","EL","2010",NA
"29893","FT","PRIV_IND","M","ED5SW","ES","2010",NA
"29896","FT","PRIV_IND","M","ED5SW","FI","2010",NA
"29897","FT","PRIV_IND","M","ED5SW","FR","2010",NA
"29898","FT","PRIV_IND","M","ED5SW","HR","2010",NA
"29899","FT","PRIV_IND","M","ED5SW","HU","2010",NA
"29900","FT","PRIV_IND","M","ED5SW","IE","2010",NA
"29901","FT","PRIV_IND","M","ED5SW","IS","2010",NA
"29902","FT","PRIV_IND","M","ED5SW","IT","2010",NA
"29903","FT","PRIV_IND","M","ED5SW","LI","2010",NA
"29904","FT","PRIV_IND","M","ED5SW","LT","2010",NA
"29905","FT","PRIV_IND","M","ED5SW","LU","2010",NA
"29906","FT","PRIV_IND","M","ED5SW","LV","2010",NA
"29907","FT","PRIV_IND","M","ED5SW","ME","2010",NA
"29908","FT","PRIV_IND","M","ED5SW","MK","2010",NA
"29909","FT","PRIV_IND","M","ED5SW","MT","2010",NA
"29910","FT","PRIV_IND","M","ED5SW","NL","2010",NA
"29911","FT","PRIV_IND","M","ED5SW","NO","2010",NA
"29912","FT","PRIV_IND","M","ED5SW","PL","2010",NA
"29913","FT","PRIV_IND","M","ED5SW","PT","2010",NA
"29914","FT","PRIV_IND","M","ED5SW","RO","2010",NA
"29915","FT","PRIV_IND","M","ED5SW","RS","2010",NA
"29916","FT","PRIV_IND","M","ED5SW","SE","2010",NA
"29917","FT","PRIV_IND","M","ED5SW","SI","2010",NA
"29918","FT","PRIV_IND","M","ED5SW","SK","2010",NA
"29919","FT","PRIV_IND","M","ED5SW","TR","2010",NA
"29920","FT","PRIV_IND","M","ED5SW","UK","2010",NA
"29921","FT","PRIV_IND","M","ED6","AT","2010",NA
"29922","FT","PRIV_IND","M","ED6","BE","2010",NA
"29923","FT","PRIV_IND","M","ED6","BG","2010",NA
"29924","FT","PRIV_IND","M","ED6","CH","2010",NA
"29925","FT","PRIV_IND","M","ED6","CY","2010",NA
"29926","FT","PRIV_IND","M","ED6","CZ","2010",NA
"29927","FT","PRIV_IND","M","ED6","DE","2010",NA
"29928","FT","PRIV_IND","M","ED6","DK","2010",NA
"29929","FT","PRIV_IND","M","ED6","EE","2010",NA
"29930","FT","PRIV_IND","M","ED6","EL","2010",NA
"29931","FT","PRIV_IND","M","ED6","ES","2010",NA
"29932","FT","PRIV_IND","M","ED6","FI","2010",NA
"29933","FT","PRIV_IND","M","ED6","FR","2010",NA
"29934","FT","PRIV_IND","M","ED6","HR","2010",NA
"29935","FT","PRIV_IND","M","ED6","HU","2010",NA
"29936","FT","PRIV_IND","M","ED6","IE","2010",NA
"29937","FT","PRIV_IND","M","ED6","IS","2010",NA
"29938","FT","PRIV_IND","M","ED6","IT","2010",NA
"29939","FT","PRIV_IND","M","ED6","LI","2010",NA
"29940","FT","PRIV_IND","M","ED6","LT","2010",NA
"29941","FT","PRIV_IND","M","ED6","LU","2010",NA
"29942","FT","PRIV_IND","M","ED6","LV","2010",NA
"29943","FT","PRIV_IND","M","ED6","ME","2010",NA
"29944","FT","PRIV_IND","M","ED6","MK","2010",NA
"29945","FT","PRIV_IND","M","ED6","MT","2010",NA
"29946","FT","PRIV_IND","M","ED6","NL","2010",NA
"29947","FT","PRIV_IND","M","ED6","NO","2010",NA
"29948","FT","PRIV_IND","M","ED6","PL","2010",NA
"29949","FT","PRIV_IND","M","ED6","PT","2010",NA
"29950","FT","PRIV_IND","M","ED6","RO","2010",NA
"29951","FT","PRIV_IND","M","ED6","RS","2010",NA
"29952","FT","PRIV_IND","M","ED6","SE","2010",NA
"29953","FT","PRIV_IND","M","ED6","SI","2010",NA
"29954","FT","PRIV_IND","M","ED6","SK","2010",NA
"29955","FT","PRIV_IND","M","ED6","TR","2010",NA
"29956","FT","PRIV_IND","M","ED6","UK","2010",NA
"29957","FT","PRIV_IND","M","ED64","AT","2010",NA
"29958","FT","PRIV_IND","M","ED64","BE","2010",NA
"29959","FT","PRIV_IND","M","ED64","BG","2010",NA
"29960","FT","PRIV_IND","M","ED64","CH","2010",NA
"29961","FT","PRIV_IND","M","ED64","CY","2010",NA
"29962","FT","PRIV_IND","M","ED64","CZ","2010",NA
"29963","FT","PRIV_IND","M","ED64","DE","2010",NA
"29964","FT","PRIV_IND","M","ED64","DK","2010",NA
"29965","FT","PRIV_IND","M","ED64","EE","2010",NA
"29966","FT","PRIV_IND","M","ED64","EL","2010",NA
"29967","FT","PRIV_IND","M","ED64","ES","2010",NA
"29968","FT","PRIV_IND","M","ED64","FI","2010",NA
"29969","FT","PRIV_IND","M","ED64","FR","2010",NA
"29970","FT","PRIV_IND","M","ED64","HR","2010",NA
"29971","FT","PRIV_IND","M","ED64","HU","2010",NA
"29972","FT","PRIV_IND","M","ED64","IE","2010",NA
"29973","FT","PRIV_IND","M","ED64","IS","2010",NA
"29974","FT","PRIV_IND","M","ED64","IT","2010",NA
"29975","FT","PRIV_IND","M","ED64","LI","2010",NA
"29976","FT","PRIV_IND","M","ED64","LT","2010",NA
"29977","FT","PRIV_IND","M","ED64","LU","2010",NA
"29978","FT","PRIV_IND","M","ED64","LV","2010",NA
"29979","FT","PRIV_IND","M","ED64","ME","2010",NA
"29980","FT","PRIV_IND","M","ED64","MK","2010",NA
"29981","FT","PRIV_IND","M","ED64","MT","2010",NA
"29982","FT","PRIV_IND","M","ED64","NL","2010",NA
"29983","FT","PRIV_IND","M","ED64","NO","2010",NA
"29984","FT","PRIV_IND","M","ED64","PL","2010",NA
"29985","FT","PRIV_IND","M","ED64","PT","2010",NA
"29986","FT","PRIV_IND","M","ED64","RO","2010",NA
"29987","FT","PRIV_IND","M","ED64","RS","2010",NA
"29988","FT","PRIV_IND","M","ED64","SE","2010",NA
"29989","FT","PRIV_IND","M","ED64","SI","2010",NA
"29990","FT","PRIV_IND","M","ED64","SK","2010",NA
"29991","FT","PRIV_IND","M","ED64","TR","2010",NA
"29992","FT","PRIV_IND","M","ED64","UK","2010",NA
"29993","FT","PRIV_IND","M","ED65","AT","2010",NA
"29994","FT","PRIV_IND","M","ED65","BE","2010",NA
"29995","FT","PRIV_IND","M","ED65","BG","2010",NA
"29996","FT","PRIV_IND","M","ED65","CH","2010",NA
"29997","FT","PRIV_IND","M","ED65","CY","2010",NA
"29998","FT","PRIV_IND","M","ED65","CZ","2010",NA
"29999","FT","PRIV_IND","M","ED65","DE","2010",NA
"30000","FT","PRIV_IND","M","ED65","DK","2010",NA
"30001","FT","PRIV_IND","M","ED65","EE","2010",NA
"30002","FT","PRIV_IND","M","ED65","EL","2010",NA
"30003","FT","PRIV_IND","M","ED65","ES","2010",NA
"30004","FT","PRIV_IND","M","ED65","FI","2010",NA
"30005","FT","PRIV_IND","M","ED65","FR","2010",NA
"30006","FT","PRIV_IND","M","ED65","HR","2010",NA
"30007","FT","PRIV_IND","M","ED65","HU","2010",NA
"30008","FT","PRIV_IND","M","ED65","IE","2010",NA
"30009","FT","PRIV_IND","M","ED65","IS","2010",NA
"30010","FT","PRIV_IND","M","ED65","IT","2010",NA
"30011","FT","PRIV_IND","M","ED65","LI","2010",NA
"30012","FT","PRIV_IND","M","ED65","LT","2010",NA
"30013","FT","PRIV_IND","M","ED65","LU","2010",NA
"30014","FT","PRIV_IND","M","ED65","LV","2010",NA
"30015","FT","PRIV_IND","M","ED65","ME","2010",NA
"30016","FT","PRIV_IND","M","ED65","MK","2010",NA
"30017","FT","PRIV_IND","M","ED65","MT","2010",NA
"30018","FT","PRIV_IND","M","ED65","NL","2010",NA
"30019","FT","PRIV_IND","M","ED65","NO","2010",NA
"30020","FT","PRIV_IND","M","ED65","PL","2010",NA
"30021","FT","PRIV_IND","M","ED65","PT","2010",NA
"30022","FT","PRIV_IND","M","ED65","RO","2010",NA
"30023","FT","PRIV_IND","M","ED65","RS","2010",NA
"30024","FT","PRIV_IND","M","ED65","SE","2010",NA
"30025","FT","PRIV_IND","M","ED65","SI","2010",NA
"30026","FT","PRIV_IND","M","ED65","SK","2010",NA
"30027","FT","PRIV_IND","M","ED65","TR","2010",NA
"30028","FT","PRIV_IND","M","ED65","UK","2010",NA
"30029","FT","PRIV_IND","M","ED7","AT","2010",NA
"30030","FT","PRIV_IND","M","ED7","BE","2010",NA
"30031","FT","PRIV_IND","M","ED7","BG","2010",NA
"30032","FT","PRIV_IND","M","ED7","CH","2010",NA
"30033","FT","PRIV_IND","M","ED7","CY","2010",NA
"30034","FT","PRIV_IND","M","ED7","CZ","2010",NA
"30035","FT","PRIV_IND","M","ED7","DE","2010",NA
"30036","FT","PRIV_IND","M","ED7","DK","2010",NA
"30037","FT","PRIV_IND","M","ED7","EE","2010",NA
"30038","FT","PRIV_IND","M","ED7","EL","2010",NA
"30039","FT","PRIV_IND","M","ED7","ES","2010",NA
"30040","FT","PRIV_IND","M","ED7","FI","2010",NA
"30041","FT","PRIV_IND","M","ED7","FR","2010",NA
"30042","FT","PRIV_IND","M","ED7","HR","2010",NA
"30043","FT","PRIV_IND","M","ED7","HU","2010",NA
"30044","FT","PRIV_IND","M","ED7","IE","2010",NA
"30045","FT","PRIV_IND","M","ED7","IS","2010",NA
"30046","FT","PRIV_IND","M","ED7","IT","2010",NA
"30047","FT","PRIV_IND","M","ED7","LI","2010",NA
"30048","FT","PRIV_IND","M","ED7","LT","2010",NA
"30049","FT","PRIV_IND","M","ED7","LU","2010",NA
"30050","FT","PRIV_IND","M","ED7","LV","2010",NA
"30051","FT","PRIV_IND","M","ED7","ME","2010",NA
"30052","FT","PRIV_IND","M","ED7","MK","2010",NA
"30053","FT","PRIV_IND","M","ED7","MT","2010",NA
"30054","FT","PRIV_IND","M","ED7","NL","2010",NA
"30055","FT","PRIV_IND","M","ED7","NO","2010",NA
"30056","FT","PRIV_IND","M","ED7","PL","2010",NA
"30057","FT","PRIV_IND","M","ED7","PT","2010",NA
"30058","FT","PRIV_IND","M","ED7","RO","2010",NA
"30059","FT","PRIV_IND","M","ED7","RS","2010",NA
"30060","FT","PRIV_IND","M","ED7","SE","2010",NA
"30061","FT","PRIV_IND","M","ED7","SI","2010",NA
"30062","FT","PRIV_IND","M","ED7","SK","2010",NA
"30063","FT","PRIV_IND","M","ED7","TR","2010",NA
"30064","FT","PRIV_IND","M","ED7","UK","2010",NA
"30065","FT","PRIV_IND","M","ED74","AT","2010",NA
"30066","FT","PRIV_IND","M","ED74","BE","2010",NA
"30067","FT","PRIV_IND","M","ED74","BG","2010",NA
"30068","FT","PRIV_IND","M","ED74","CH","2010",NA
"30069","FT","PRIV_IND","M","ED74","CY","2010",NA
"30070","FT","PRIV_IND","M","ED74","CZ","2010",NA
"30071","FT","PRIV_IND","M","ED74","DE","2010",NA
"30072","FT","PRIV_IND","M","ED74","DK","2010",NA
"30073","FT","PRIV_IND","M","ED74","EE","2010",NA
"30074","FT","PRIV_IND","M","ED74","EL","2010",NA
"30075","FT","PRIV_IND","M","ED74","ES","2010",NA
"30076","FT","PRIV_IND","M","ED74","FI","2010",NA
"30077","FT","PRIV_IND","M","ED74","FR","2010",NA
"30078","FT","PRIV_IND","M","ED74","HR","2010",NA
"30079","FT","PRIV_IND","M","ED74","HU","2010",NA
"30080","FT","PRIV_IND","M","ED74","IE","2010",NA
"30081","FT","PRIV_IND","M","ED74","IS","2010",NA
"30082","FT","PRIV_IND","M","ED74","IT","2010",NA
"30083","FT","PRIV_IND","M","ED74","LI","2010",NA
"30084","FT","PRIV_IND","M","ED74","LT","2010",NA
"30085","FT","PRIV_IND","M","ED74","LU","2010",NA
"30086","FT","PRIV_IND","M","ED74","LV","2010",NA
"30087","FT","PRIV_IND","M","ED74","ME","2010",NA
"30088","FT","PRIV_IND","M","ED74","MK","2010",NA
"30089","FT","PRIV_IND","M","ED74","MT","2010",NA
"30090","FT","PRIV_IND","M","ED74","NL","2010",NA
"30091","FT","PRIV_IND","M","ED74","NO","2010",NA
"30092","FT","PRIV_IND","M","ED74","PL","2010",NA
"30093","FT","PRIV_IND","M","ED74","PT","2010",NA
"30094","FT","PRIV_IND","M","ED74","RO","2010",NA
"30095","FT","PRIV_IND","M","ED74","RS","2010",NA
"30096","FT","PRIV_IND","M","ED74","SE","2010",NA
"30097","FT","PRIV_IND","M","ED74","SI","2010",NA
"30098","FT","PRIV_IND","M","ED74","SK","2010",NA
"30099","FT","PRIV_IND","M","ED74","TR","2010",NA
"30100","FT","PRIV_IND","M","ED74","UK","2010",NA
"30101","FT","PRIV_IND","M","ED75","AT","2010",NA
"30102","FT","PRIV_IND","M","ED75","BE","2010",NA
"30103","FT","PRIV_IND","M","ED75","BG","2010",NA
"30104","FT","PRIV_IND","M","ED75","CH","2010",NA
"30105","FT","PRIV_IND","M","ED75","CY","2010",NA
"30106","FT","PRIV_IND","M","ED75","CZ","2010",NA
"30107","FT","PRIV_IND","M","ED75","DE","2010",NA
"30108","FT","PRIV_IND","M","ED75","DK","2010",NA
"30109","FT","PRIV_IND","M","ED75","EE","2010",NA
"30110","FT","PRIV_IND","M","ED75","EL","2010",NA
"30111","FT","PRIV_IND","M","ED75","ES","2010",NA
"30112","FT","PRIV_IND","M","ED75","FI","2010",NA
"30113","FT","PRIV_IND","M","ED75","FR","2010",NA
"30114","FT","PRIV_IND","M","ED75","HR","2010",NA
"30115","FT","PRIV_IND","M","ED75","HU","2010",NA
"30116","FT","PRIV_IND","M","ED75","IE","2010",NA
"30117","FT","PRIV_IND","M","ED75","IS","2010",NA
"30118","FT","PRIV_IND","M","ED75","IT","2010",NA
"30119","FT","PRIV_IND","M","ED75","LI","2010",NA
"30120","FT","PRIV_IND","M","ED75","LT","2010",NA
"30121","FT","PRIV_IND","M","ED75","LU","2010",NA
"30122","FT","PRIV_IND","M","ED75","LV","2010",NA
"30123","FT","PRIV_IND","M","ED75","ME","2010",NA
"30124","FT","PRIV_IND","M","ED75","MK","2010",NA
"30125","FT","PRIV_IND","M","ED75","MT","2010",NA
"30126","FT","PRIV_IND","M","ED75","NL","2010",NA
"30127","FT","PRIV_IND","M","ED75","NO","2010",NA
"30128","FT","PRIV_IND","M","ED75","PL","2010",NA
"30129","FT","PRIV_IND","M","ED75","PT","2010",NA
"30130","FT","PRIV_IND","M","ED75","RO","2010",NA
"30131","FT","PRIV_IND","M","ED75","RS","2010",NA
"30132","FT","PRIV_IND","M","ED75","SE","2010",NA
"30133","FT","PRIV_IND","M","ED75","SI","2010",NA
"30134","FT","PRIV_IND","M","ED75","SK","2010",NA
"30135","FT","PRIV_IND","M","ED75","TR","2010",NA
"30136","FT","PRIV_IND","M","ED75","UK","2010",NA
"30137","FT","PRIV_IND","M","ED8","AT","2010",NA
"30138","FT","PRIV_IND","M","ED8","BE","2010",NA
"30139","FT","PRIV_IND","M","ED8","BG","2010",NA
"30140","FT","PRIV_IND","M","ED8","CH","2010",NA
"30141","FT","PRIV_IND","M","ED8","CY","2010",NA
"30142","FT","PRIV_IND","M","ED8","CZ","2010",NA
"30143","FT","PRIV_IND","M","ED8","DE","2010",NA
"30144","FT","PRIV_IND","M","ED8","DK","2010",NA
"30145","FT","PRIV_IND","M","ED8","EE","2010",NA
"30146","FT","PRIV_IND","M","ED8","EL","2010",NA
"30147","FT","PRIV_IND","M","ED8","ES","2010",NA
"30150","FT","PRIV_IND","M","ED8","FI","2010",NA
"30151","FT","PRIV_IND","M","ED8","FR","2010",NA
"30152","FT","PRIV_IND","M","ED8","HR","2010",NA
"30153","FT","PRIV_IND","M","ED8","HU","2010",NA
"30154","FT","PRIV_IND","M","ED8","IE","2010",NA
"30155","FT","PRIV_IND","M","ED8","IS","2010",NA
"30156","FT","PRIV_IND","M","ED8","IT","2010",NA
"30157","FT","PRIV_IND","M","ED8","LI","2010",NA
"30158","FT","PRIV_IND","M","ED8","LT","2010",NA
"30159","FT","PRIV_IND","M","ED8","LU","2010",NA
"30160","FT","PRIV_IND","M","ED8","LV","2010",NA
"30161","FT","PRIV_IND","M","ED8","ME","2010",NA
"30162","FT","PRIV_IND","M","ED8","MK","2010",NA
"30163","FT","PRIV_IND","M","ED8","MT","2010",NA
"30164","FT","PRIV_IND","M","ED8","NL","2010",NA
"30165","FT","PRIV_IND","M","ED8","NO","2010",NA
"30166","FT","PRIV_IND","M","ED8","PL","2010",NA
"30167","FT","PRIV_IND","M","ED8","PT","2010",NA
"30168","FT","PRIV_IND","M","ED8","RO","2010",NA
"30169","FT","PRIV_IND","M","ED8","RS","2010",NA
"30170","FT","PRIV_IND","M","ED8","SE","2010",NA
"30171","FT","PRIV_IND","M","ED8","SI","2010",NA
"30172","FT","PRIV_IND","M","ED8","SK","2010",NA
"30173","FT","PRIV_IND","M","ED8","TR","2010",NA
"30174","FT","PRIV_IND","M","ED8","UK","2010",NA
"30613","FT","PUBL","F","ED5","AT","2010",NA
"30614","FT","PUBL","F","ED5","BE","2010",NA
"30615","FT","PUBL","F","ED5","BG","2010",NA
"30616","FT","PUBL","F","ED5","CH","2010",NA
"30617","FT","PUBL","F","ED5","CY","2010",NA
"30618","FT","PUBL","F","ED5","CZ","2010",NA
"30619","FT","PUBL","F","ED5","DE","2010",NA
"30620","FT","PUBL","F","ED5","DK","2010",NA
"30621","FT","PUBL","F","ED5","EE","2010",NA
"30622","FT","PUBL","F","ED5","EL","2010",NA
"30623","FT","PUBL","F","ED5","ES","2010",NA
"30626","FT","PUBL","F","ED5","FI","2010",NA
"30627","FT","PUBL","F","ED5","FR","2010",NA
"30628","FT","PUBL","F","ED5","HR","2010",NA
"30629","FT","PUBL","F","ED5","HU","2010",NA
"30630","FT","PUBL","F","ED5","IE","2010",NA
"30631","FT","PUBL","F","ED5","IS","2010",NA
"30632","FT","PUBL","F","ED5","IT","2010",NA
"30633","FT","PUBL","F","ED5","LI","2010",NA
"30634","FT","PUBL","F","ED5","LT","2010",NA
"30635","FT","PUBL","F","ED5","LU","2010",NA
"30636","FT","PUBL","F","ED5","LV","2010",NA
"30637","FT","PUBL","F","ED5","ME","2010",NA
"30638","FT","PUBL","F","ED5","MK","2010",NA
"30639","FT","PUBL","F","ED5","MT","2010",NA
"30640","FT","PUBL","F","ED5","NL","2010",NA
"30641","FT","PUBL","F","ED5","NO","2010",NA
"30642","FT","PUBL","F","ED5","PL","2010",NA
"30643","FT","PUBL","F","ED5","PT","2010",NA
"30644","FT","PUBL","F","ED5","RO","2010",NA
"30645","FT","PUBL","F","ED5","RS","2010",NA
"30646","FT","PUBL","F","ED5","SE","2010",NA
"30647","FT","PUBL","F","ED5","SI","2010",NA
"30648","FT","PUBL","F","ED5","SK","2010",NA
"30649","FT","PUBL","F","ED5","TR","2010",NA
"30650","FT","PUBL","F","ED5","UK","2010",NA
"30651","FT","PUBL","F","ED5-8","AT","2010",NA
"30652","FT","PUBL","F","ED5-8","BE","2010",NA
"30653","FT","PUBL","F","ED5-8","BG","2010",NA
"30654","FT","PUBL","F","ED5-8","CH","2010",NA
"30655","FT","PUBL","F","ED5-8","CY","2010",NA
"30656","FT","PUBL","F","ED5-8","CZ","2010",NA
"30657","FT","PUBL","F","ED5-8","DE","2010",NA
"30658","FT","PUBL","F","ED5-8","DK","2010",NA
"30659","FT","PUBL","F","ED5-8","EE","2010",NA
"30660","FT","PUBL","F","ED5-8","EL","2010",NA
"30661","FT","PUBL","F","ED5-8","ES","2010",NA
"30664","FT","PUBL","F","ED5-8","FI","2010",NA
"30665","FT","PUBL","F","ED5-8","FR","2010",NA
"30666","FT","PUBL","F","ED5-8","HR","2010",NA
"30667","FT","PUBL","F","ED5-8","HU","2010",NA
"30668","FT","PUBL","F","ED5-8","IE","2010",NA
"30669","FT","PUBL","F","ED5-8","IS","2010",NA
"30670","FT","PUBL","F","ED5-8","IT","2010",NA
"30671","FT","PUBL","F","ED5-8","LI","2010",NA
"30672","FT","PUBL","F","ED5-8","LT","2010",NA
"30673","FT","PUBL","F","ED5-8","LU","2010",NA
"30674","FT","PUBL","F","ED5-8","LV","2010",NA
"30675","FT","PUBL","F","ED5-8","ME","2010",NA
"30676","FT","PUBL","F","ED5-8","MK","2010",NA
"30677","FT","PUBL","F","ED5-8","MT","2010",NA
"30678","FT","PUBL","F","ED5-8","NL","2010",NA
"30679","FT","PUBL","F","ED5-8","NO","2010",NA
"30680","FT","PUBL","F","ED5-8","PL","2010",NA
"30681","FT","PUBL","F","ED5-8","PT","2010",NA
"30682","FT","PUBL","F","ED5-8","RO","2010",NA
"30683","FT","PUBL","F","ED5-8","RS","2010",NA
"30684","FT","PUBL","F","ED5-8","SE","2010",NA
"30685","FT","PUBL","F","ED5-8","SI","2010",NA
"30686","FT","PUBL","F","ED5-8","SK","2010",NA
"30687","FT","PUBL","F","ED5-8","TR","2010",NA
"30688","FT","PUBL","F","ED5-8","UK","2010",NA
"30689","FT","PUBL","F","ED54","AT","2010",NA
"30690","FT","PUBL","F","ED54","BE","2010",NA
"30691","FT","PUBL","F","ED54","BG","2010",NA
"30692","FT","PUBL","F","ED54","CH","2010",NA
"30693","FT","PUBL","F","ED54","CY","2010",NA
"30694","FT","PUBL","F","ED54","CZ","2010",NA
"30695","FT","PUBL","F","ED54","DE","2010",NA
"30696","FT","PUBL","F","ED54","DK","2010",NA
"30697","FT","PUBL","F","ED54","EE","2010",NA
"30698","FT","PUBL","F","ED54","EL","2010",NA
"30699","FT","PUBL","F","ED54","ES","2010",NA
"30702","FT","PUBL","F","ED54","FI","2010",NA
"30703","FT","PUBL","F","ED54","FR","2010",NA
"30704","FT","PUBL","F","ED54","HR","2010",NA
"30705","FT","PUBL","F","ED54","HU","2010",NA
"30706","FT","PUBL","F","ED54","IE","2010",NA
"30707","FT","PUBL","F","ED54","IS","2010",NA
"30708","FT","PUBL","F","ED54","IT","2010",NA
"30709","FT","PUBL","F","ED54","LI","2010",NA
"30710","FT","PUBL","F","ED54","LT","2010",NA
"30711","FT","PUBL","F","ED54","LU","2010",NA
"30712","FT","PUBL","F","ED54","LV","2010",NA
"30713","FT","PUBL","F","ED54","ME","2010",NA
"30714","FT","PUBL","F","ED54","MK","2010",NA
"30715","FT","PUBL","F","ED54","MT","2010",NA
"30716","FT","PUBL","F","ED54","NL","2010",NA
"30717","FT","PUBL","F","ED54","NO","2010",NA
"30718","FT","PUBL","F","ED54","PL","2010",NA
"30719","FT","PUBL","F","ED54","PT","2010",NA
"30720","FT","PUBL","F","ED54","RO","2010",NA
"30721","FT","PUBL","F","ED54","RS","2010",NA
"30722","FT","PUBL","F","ED54","SE","2010",NA
"30723","FT","PUBL","F","ED54","SI","2010",NA
"30724","FT","PUBL","F","ED54","SK","2010",NA
"30725","FT","PUBL","F","ED54","TR","2010",NA
"30726","FT","PUBL","F","ED54","UK","2010",NA
"30727","FT","PUBL","F","ED55","AT","2010",NA
"30728","FT","PUBL","F","ED55","BE","2010",NA
"30729","FT","PUBL","F","ED55","BG","2010",NA
"30730","FT","PUBL","F","ED55","CH","2010",NA
"30731","FT","PUBL","F","ED55","CY","2010",NA
"30732","FT","PUBL","F","ED55","CZ","2010",NA
"30733","FT","PUBL","F","ED55","DE","2010",NA
"30734","FT","PUBL","F","ED55","DK","2010",NA
"30735","FT","PUBL","F","ED55","EE","2010",NA
"30736","FT","PUBL","F","ED55","EL","2010",NA
"30737","FT","PUBL","F","ED55","ES","2010",NA
"30740","FT","PUBL","F","ED55","FI","2010",NA
"30741","FT","PUBL","F","ED55","FR","2010",NA
"30742","FT","PUBL","F","ED55","HR","2010",NA
"30743","FT","PUBL","F","ED55","HU","2010",NA
"30744","FT","PUBL","F","ED55","IE","2010",NA
"30745","FT","PUBL","F","ED55","IS","2010",NA
"30746","FT","PUBL","F","ED55","IT","2010",NA
"30747","FT","PUBL","F","ED55","LI","2010",NA
"30748","FT","PUBL","F","ED55","LT","2010",NA
"30749","FT","PUBL","F","ED55","LU","2010",NA
"30750","FT","PUBL","F","ED55","LV","2010",NA
"30751","FT","PUBL","F","ED55","ME","2010",NA
"30752","FT","PUBL","F","ED55","MK","2010",NA
"30753","FT","PUBL","F","ED55","MT","2010",NA
"30754","FT","PUBL","F","ED55","NL","2010",NA
"30755","FT","PUBL","F","ED55","NO","2010",NA
"30756","FT","PUBL","F","ED55","PL","2010",NA
"30757","FT","PUBL","F","ED55","PT","2010",NA
"30758","FT","PUBL","F","ED55","RO","2010",NA
"30759","FT","PUBL","F","ED55","RS","2010",NA
"30760","FT","PUBL","F","ED55","SE","2010",NA
"30761","FT","PUBL","F","ED55","SI","2010",NA
"30762","FT","PUBL","F","ED55","SK","2010",NA
"30763","FT","PUBL","F","ED55","TR","2010",NA
"30764","FT","PUBL","F","ED55","UK","2010",NA
"30765","FT","PUBL","F","ED5SW","AT","2010",NA
"30766","FT","PUBL","F","ED5SW","BE","2010",NA
"30767","FT","PUBL","F","ED5SW","BG","2010",NA
"30768","FT","PUBL","F","ED5SW","CH","2010",NA
"30769","FT","PUBL","F","ED5SW","CY","2010",NA
"30770","FT","PUBL","F","ED5SW","CZ","2010",NA
"30771","FT","PUBL","F","ED5SW","DE","2010",NA
"30772","FT","PUBL","F","ED5SW","DK","2010",NA
"30773","FT","PUBL","F","ED5SW","EE","2010",NA
"30774","FT","PUBL","F","ED5SW","EL","2010",NA
"30775","FT","PUBL","F","ED5SW","ES","2010",NA
"30778","FT","PUBL","F","ED5SW","FI","2010",NA
"30779","FT","PUBL","F","ED5SW","FR","2010",NA
"30780","FT","PUBL","F","ED5SW","HR","2010",NA
"30781","FT","PUBL","F","ED5SW","HU","2010",NA
"30782","FT","PUBL","F","ED5SW","IE","2010",NA
"30783","FT","PUBL","F","ED5SW","IS","2010",NA
"30784","FT","PUBL","F","ED5SW","IT","2010",NA
"30785","FT","PUBL","F","ED5SW","LI","2010",NA
"30786","FT","PUBL","F","ED5SW","LT","2010",NA
"30787","FT","PUBL","F","ED5SW","LU","2010",NA
"30788","FT","PUBL","F","ED5SW","LV","2010",NA
